'XAUUSD'	黄金现货/美元	分时	
时间	成交价	成交量	成交额
			
2013/5/16 20:00	1374.4	0	0
			
2013/5/16 20:01	1374.18	0	0
			
2013/5/16 20:02	1374.25	0	0
			
2013/5/16 20:03	1374.76	0	0
			
2013/5/16 20:04	1374.41	0	0
			
2013/5/16 20:05	1374.51	0	0
			
2013/5/16 20:06	1374.6	0	0
			
2013/5/16 20:07	1374.44	0	0
			
2013/5/16 20:08	1374.44	0	0
			
2013/5/16 20:09	1375.45	0	0
			
2013/5/16 20:10	1375.57	0	0
			
2013/5/16 20:11	1375.62	0	0
			
2013/5/16 20:12	1375.21	0	0
			
2013/5/16 20:13	1374.6	0	0
			
2013/5/16 20:14	1375.05	0	0
			
2013/5/16 20:15	1375.39	0	0
			
2013/5/16 20:16	1375.39	0	0
			
2013/5/16 20:17	1375.56	0	0
			
2013/5/16 20:18	1375.3	0	0
			
2013/5/16 20:19	1375.81	0	0
			
2013/5/16 20:20	1375.86	0	0
			
2013/5/16 20:21	1375.48	0	0
			
2013/5/16 20:22	1375.39	0	0
			
2013/5/16 20:23	1375.88	0	0
			
2013/5/16 20:24	1375.88	0	0
			
2013/5/16 20:25	1375.38	0	0
			
2013/5/16 20:26	1375.82	0	0
			
2013/5/16 20:27	1375.74	0	0
			
2013/5/16 20:28	1376.3	0	0
			
2013/5/16 20:29	1376.17	0	0
			
2013/5/16 20:30	1376.25	0	0
			
2013/5/16 20:31	1378.57	0	0
			
2013/5/16 20:32	1378.57	0	0
			
2013/5/16 20:33	1378.16	0	0
			
2013/5/16 20:34	1377.02	0	0
			
2013/5/16 20:35	1375.6	0	0
			
2013/5/16 20:36	1377.5	0	0
			
2013/5/16 20:37	1378.05	0	0
			
2013/5/16 20:38	1379.71	0	0
			
2013/5/16 20:39	1378.2	0	0
			
2013/5/16 20:40	1378.2	0	0
			
2013/5/16 20:41	1380.15	0	0
			
2013/5/16 20:42	1379.9	0	0
